id,block_timestamp,event_index,extrinsic_index,phase,module_id,event_id,extrinsic_hash,finalized,params
2746552800000,1756049778,27465528-0,,2,staking,EraPaid,0xe53fc5046366d037f12c21b35b5b4db7858d89c972bbc99fed16a90c6be523e2,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1909, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2745121100000,1755963378,27451211-0,,2,staking,EraPaid,0x001644469d6794eb6734d03cd3cfa59f2fb12b710e84a4afd996c0838473efad,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1908, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2743688100000,1755876978,27436881-0,,2,staking,EraPaid,0x38ea7f8ded75a3307b2c10e172969f05290fd7fa370766ae1e0bbc52128e1f39,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1907, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2742254400000,1755790578,27422544-0,,2,staking,EraPaid,0x9d6ce3d4cfd5012d7e7a77350230825ddb3a11cb3383264e2e3e261967d7460c,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1906, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2740819300000,1755704178,27408193-0,,2,staking,EraPaid,0xdd221c183403e4246cef041e6355104a2e2613430091ec0d973517754d1bf00a,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1905, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794583990038747', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161880595073', 'name': 'remainder'}]"
2739384000000,1755617778,27393840-0,,2,staking,EraPaid,0xdf2b31f691a284b581a9974de90979333827d7e3b113fe19f1889e963b03de0e,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1904, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2737947000000,1755531378,27379470-0,,2,staking,EraPaid,0x0e934de2579fc64324a85e4e2dc8a55ff161edc7b13d1d95bacedb3d25e59efa,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1903, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794583990038747', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161880595073', 'name': 'remainder'}]"
2736510400000,1755444978,27365104-0,,2,staking,EraPaid,0xc513577c600a8f1f25ee64a9620df6d0ffaaa3c32aaf151ffe1e061a8508c786,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1902, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2735074800000,1755358578,27350748-0,,2,staking,EraPaid,0x96e6ec05a4d24224363e11ff77c7bc873f15f7e5fe9f78324d95dbd73c57ed75,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1901, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794583990038747', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161880595073', 'name': 'remainder'}]"
2733637600000,1755272178,27336376-0,,2,staking,EraPaid,0xb1897cb1ca775a2fa7f01fd244418fb1631e87ac1d81e02e59d56b4ebd88c79e,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1900, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
